_id|source_title|source_filename|source_url|section_title|passage_text
11|YOUR MONEY, YOUR GOALS: A financial empowerment toolkit|cfpb_your-money-your-goals_financial-empowerment_toolkit.pdf|https://www.consumerfinance.gov/documents/8956/cfpb_your-money-your-goals_financial-empowerment_toolkit.pdf|MODULE 1: Setting Goals|To create your goals, first think about your values. When your goals match up with the values that are important to you and your family, you're more likely to prioritize achieving them. If you're not sure what your goals are, think about what you want to change in your life. See if there's a goal you can create that would help bring about that change. It's likely there are many things you want to achieve. But if you can focus on one or two priorities that align with your values, you'll have a better chance of reaching that goal. What to do; List your values to help you think about what is important to you and your family. Brainstorm a list of dreams and goals. Remember, dreams are aspirational and usually vague. Goals are specific things you can achieve to help you reach your dreams. Create a SMART goal from one or two items on your list of goals. Write down what makes this goal specific, measurable, achievable, relevant, and time bound.
12|YOUR MONEY, YOUR GOALS: A financial empowerment toolkit|cfpb_your-money-your-goals_financial-empowerment_toolkit.pdf|https://www.consumerfinance.gov/documents/8956/cfpb_your-money-your-goals_financial-empowerment_toolkit.pdf|MODULE 1: Setting Goals|"A step further After you've written down your SMART goals, take a look at the ""Putting goals into action"" tool to create an easy-to-follow plan for achieving your goals. Setting SMART goals based on your values motivates you to achieve them. Think about your values and choose which ones are most important to you. List some things you'd like to change about your life and dreams you have. Pick one or two items from your list of brainstormed ideas and create a SMART goal. Make copies of the next page if you want to set more than one goal. Which values are most important to you?"
13|YOUR MONEY, YOUR GOALS: A financial empowerment toolkit|cfpb_your-money-your-goals_financial-empowerment_toolkit.pdf|https://www.consumerfinance.gov/documents/8956/cfpb_your-money-your-goals_financial-empowerment_toolkit.pdf|MODULE 1: Setting Goals|Family/friends. Freedom Happiness Health Reputation Self-respect. Spirituality Stability Status Other: Other: Other: What are your hopes, wants, and dreams? Thinking about your values, write a list of things you'd like to change and dreams you have. They can be short term (less than six months to achieve) or long term (more than six months to achieve). Things I'd like to change Dreams I have for myself and my family. Use your list of dreams to create a SMART goal. Remember that SMART goals are Specific, Measurable, Achievable, Relevant, and Time bound. My SMART goal is To make sure your goal is SMART, write in what makes your goal specific, measurable, achievable, relevant, and time bound.
14|YOUR MONEY, YOUR GOALS: A financial empowerment toolkit|cfpb_your-money-your-goals_financial-empowerment_toolkit.pdf|https://www.consumerfinance.gov/documents/8956/cfpb_your-money-your-goals_financial-empowerment_toolkit.pdf|MODULE 1: Setting Goals|characteristic Questions to ask yourself. Your answers. Specific What will I achieve? Who will benefit from the goal? What specific thing will I accomplish? Measurable How much? How many? How will I know when it's done? can actually reach? Do I have the tools and support I need to accomplish this? Relevant Is this something that I really want? Is now the right time to do this? Why is this goal important? Time bound When will I reach this goal? Is the time frame reasonable? Putting goals into action Before you can accomplish a goal, you need a plan for how to achieve it. This tool helps you turn your SMART goals into an easy-to-follow action plan.
15|YOUR MONEY, YOUR GOALS: A financial empowerment toolkit|cfpb_your-money-your-goals_financial-empowerment_toolkit.pdf|https://www.consumerfinance.gov/documents/8956/cfpb_your-money-your-goals_financial-empowerment_toolkit.pdf|MODULE 1: Setting Goals|All goals take time and commitment to achieve. One of the most effective ways to accomplish your goals is to create an action plan outlining the steps you'll take. Many goals also require external resources to achieve. These resources could include needing information, tools, transportation, or even a professional financial coach or counselor to help you. These kinds of resources should be added to your action plan. Research shows that people who write down specific goals are much more likely to reach their goals than if they don't write them down. Sharing those goals with a friend and checking in with them regularly about your progress also increases the chances that you'll reach your goals.
16|YOUR MONEY, YOUR GOALS: A financial empowerment toolkit|cfpb_your-money-your-goals_financial-empowerment_toolkit.pdf|https://www.consumerfinance.gov/documents/8956/cfpb_your-money-your-goals_financial-empowerment_toolkit.pdf|MODULE 1: Setting Goals|What to do Break up your goal into small, actionable steps. Write each step in a separate box. Consider what resources you will need to take each step and write them next to that step. Set a deadline for each step's completion. Think about sharing your progress with a friend or family member. Add their name next to the step and how often you will check in with them. This can help keep you motivated. A step further Now that you have an action plan for accomplishing your goals, take a look at Module 2: Saving to learn more about how to save money to achieve your goals.
17|YOUR MONEY, YOUR GOALS: A financial empowerment toolkit|cfpb_your-money-your-goals_financial-empowerment_toolkit.pdf|https://www.consumerfinance.gov/documents/8956/cfpb_your-money-your-goals_financial-empowerment_toolkit.pdf|MODULE 1: Setting Goals|Based on research performed by Dr. Gail Matthews, Dominican University of California. Make a plan for Putting goals into action. Pick a SMART goal that you want to achieve and break it up into steps. Write down each step, the resources you'll need to achieve it, and the due date for completing it. Pick a friend or family member to tell about your goal and check in with them on a regular basis. This; will help you keep yourself accountable. Select a SMART goal you want to achieve. My SMART goal is Make an action plan for your SMART goal. Steps
18|YOUR MONEY, YOUR GOALS: A financial empowerment toolkit|cfpb_your-money-your-goals_financial-empowerment_toolkit.pdf|https://www.consumerfinance.gov/documents/8956/cfpb_your-money-your-goals_financial-empowerment_toolkit.pdf|MODULE 1: Setting Goals|List one specific step in each box for achieving your goal. Resources I need This can be things like tools, information, transportation, assistance, or money. Date to complete step. check in with? And how often will I check in? Planning for life events and large purchases Planning makes it easier to achieve long-term goals, like buying a car or having a wedding. This tool helps you think about what you want to achieve and how you can get there. Think about the life events you are likely to experience and the large purchases you might need to make. For most people, saving and starting early can make it easier. If you, like some people, end up borrowing money to make a big purchase, you can save in interest and fees if you have savings to cover some of the costs. You can also think about creative ways to save money.
19|YOUR MONEY, YOUR GOALS: A financial empowerment toolkit|cfpb_your-money-your-goals_financial-empowerment_toolkit.pdf|https://www.consumerfinance.gov/documents/8956/cfpb_your-money-your-goals_financial-empowerment_toolkit.pdf|MODULE 1: Setting Goals|What to do: Brainstorm a list of expenses using the categories at the top of the tool as a guide. Consider when you are likely to experience various life events (like a graduation party or having a child) or when you expect to make large purchases. Research and estimate the actual costs. Add in any associated expenses (like the interest you might pay on a car loan). If the life event or purchase is likely to happen more than five years from now, remember that the cost of almost everything increases over time, so add some extra money to the cost to cover this. Identify how much you might borrow versus how much you'll need to save. Many large purchases require a combination of borrowing and paying a portion up front. Identify ways to keep the costs as low as possible. For example, for a large party, you could save by asking family and friends to help you prepare food rather than hiring a catering company. You can also research when items are most likely to go on sale or ask for discounts. It may only be 5% or 10% off, but these can add up!
20|YOUR MONEY, YOUR GOALS: A financial empowerment toolkit|cfpb_your-money-your-goals_financial-empowerment_toolkit.pdf|https://www.consumerfinance.gov/documents/8956/cfpb_your-money-your-goals_financial-empowerment_toolkit.pdf|MODULE 1: Setting Goals|A step further After you've thought about your plan, see Module 2: Saving to create a savings plan so you know how much to save each week or month to achieve your goal. Planning for life events and large purchases can help you save for them. Brainstorm a list of expenses and when they're likely to happen. Estimate the costs of these expenses. Identify potential ways to pay for the expenses. Common life events and large purchases to help you brainstorm: Buying a car Birth or. adoption Marriage Tools for work. Birthday or rite of passage. Buying a house. College or training.
21|YOUR MONEY, YOUR GOALS: A financial empowerment toolkit|cfpb_your-money-your-goals_financial-empowerment_toolkit.pdf|https://www.consumerfinance.gov/documents/8956/cfpb_your-money-your-goals_financial-empowerment_toolkit.pdf|MODULE 1: Setting Goals|"Future purchase or life event I want to plan for Timeframe Cost. Amount I want to save. Amount of credit I'll need. Goals aren't something you can ""set and forget."" You need to revise them as the situation changes or you may find yourself off track. Here are some common reasons you may need to adjust your goals and some tips for how to revise them. When your circumstances change due to life events (such as losing or getting a job, earning more money, having a child, having a health emergency, etc.), review your new situation with your goals. Ask yourself: Do these goals still match up to my current circumstances? Are these goals still attainable with this new circumstance? Could my circumstance help me reach these goals faster? Could my circumstance make me reach these goals more slowly?"
22|YOUR MONEY, YOUR GOALS: A financial empowerment toolkit|cfpb_your-money-your-goals_financial-empowerment_toolkit.pdf|https://www.consumerfinance.gov/documents/8956/cfpb_your-money-your-goals_financial-empowerment_toolkit.pdf|MODULE 1: Setting Goals|Take action. As circumstances change, your priorities may also shift. For example, if you lose your job, you might change your goal of saving for a nicer car to a goal of making sure that the car you have continues to run well. If it's a critical goal that can't be adjusted, you can look at adjusting other goals to ensure you. have enough money to fund the more critical one. If your circumstances change for the better and you have extra money to put toward a goal, like from a tax refund or an inheritance, think about putting some of the lump sum toward one of your savings goals. This can help you reach that goal faster.
23|YOUR MONEY, YOUR GOALS: A financial empowerment toolkit|cfpb_your-money-your-goals_financial-empowerment_toolkit.pdf|https://www.consumerfinance.gov/documents/8956/cfpb_your-money-your-goals_financial-empowerment_toolkit.pdf|MODULE 1: Setting Goals|If you come up short of your savings goal each week, that doesn't mean you should stop saving. You may just need to adjust your goal. Ask yourself: Can I change the total amount I'm trying to save? Can I change the length of time I have to save for my goal? Take action. three months from now. One month into saving, you have some unexpected medical bills and can no longer afford to save as much each week. You can choose to buy a less expensive TV two months from now, meaning you need to save less money overall. Or you could choose to wait six months to buy the $600 TV, meaning you have longer to save.
24|YOUR MONEY, YOUR GOALS: A financial empowerment toolkit|cfpb_your-money-your-goals_financial-empowerment_toolkit.pdf|https://www.consumerfinance.gov/documents/8956/cfpb_your-money-your-goals_financial-empowerment_toolkit.pdf|MODULE 1: Setting Goals|Either way you adjust your goal, the amount of money you need to save each week is reduced. And you can still save enough to buy the TV. If you've used your emergency savings, then they've served their purpose. But now it's time to replenish them. Ask yourself: Should I change how much I save each week for my emergency fund? Should I revise any other goals? Take action. Determine how much you want in your emergency savings and by when. Calculate the amount you need to save weekly or monthly to meet that goal and start saving. See Module 2: Saving for more information on this topic.
25|YOUR MONEY, YOUR GOALS: A financial empowerment toolkit|cfpb_your-money-your-goals_financial-empowerment_toolkit.pdf|https://www.consumerfinance.gov/documents/8956/cfpb_your-money-your-goals_financial-empowerment_toolkit.pdf|MODULE 1: Setting Goals|You may need to adjust other goals in order to save enough each week. Think about where your priorities are and how you may be able to adjust the total amount or length of other saving goals. Sometimes circumstances change and a goal no longer feels important. And that's OK. If the goal you set before no longer feels right for you, set it aside and make a new goal that does feel right. Ask yourself: Does this goal still support my values? What's important to me now? Take action. Create a new goal that is important to you now. You can always add existing savings from the old goal to something new.
26|YOUR MONEY, YOUR GOALS: A financial empowerment toolkit|cfpb_your-money-your-goals_financial-empowerment_toolkit.pdf|https://www.consumerfinance.gov/documents/8956/cfpb_your-money-your-goals_financial-empowerment_toolkit.pdf|MODULE 1: Setting Goals|Remember, setting goals and working toward them is a process that never really ends. If one of your goals has been achieved, it's time to start the process again and set a new goal. Think about what you want for yourself and your family and keep working to achieve your goals.
28|YOUR MONEY, YOUR GOALS: A financial empowerment toolkit|cfpb_your-money-your-goals_financial-empowerment_toolkit.pdf|https://www.consumerfinance.gov/documents/8956/cfpb_your-money-your-goals_financial-empowerment_toolkit.pdf|MODULE 2: .  Saving|. Saving Saving on a regular basis can help you make progress toward achieving your goals and better handle unexpected expenses when they come up. At a glance This module can help you create a savings plan with weekly targets to help you reach your goals. Savings plan. Saving and asset limits. Finding a place for savings. Saving at tax time. Introduction Savings is money you set aside today to use in the future. It could be for something you need in the next few months or even years from now. People save for many reasons: Unexpected expenses and emergencies; A bill they know will be due every few months, like car insurance Annual expenses like children's school supplies.
30|YOUR MONEY, YOUR GOALS: A financial empowerment toolkit|cfpb_your-money-your-goals_financial-empowerment_toolkit.pdf|https://www.consumerfinance.gov/documents/8956/cfpb_your-money-your-goals_financial-empowerment_toolkit.pdf|MODULE 2: .  Saving|children's education, or retirement. Reasons to save Everyone has their own reasons to save, but there are common categories that most people think about when setting their savings goals. Everyone has unexpected expenses and emergenciesa car repair, the need to travel to help a sick family member, paying the bills when you've had a cutback in hours or even lost your job. When you save in advance for unexpected expenses and emergencies, you're better prepared to handle them without having to skip paying your other bills or borrowing money. If you have to skip paying other bills to pay for an emergency, there can be negative consequences like having to pay late fees or having services turned off. If services like your electricity or other utilities do get shut off, then you have to come up with even more money to turn them back on.
31|YOUR MONEY, YOUR GOALS: A financial empowerment toolkit|cfpb_your-money-your-goals_financial-empowerment_toolkit.pdf|https://www.consumerfinance.gov/documents/8956/cfpb_your-money-your-goals_financial-empowerment_toolkit.pdf|MODULE 2: .  Saving|If you borrow money for unexpected expenses, you will likely have to pay fees and interest on what you borrow. And on top of that, you'll probably have to use some of your future income to pay back the money you borrow. So saving money now for unexpected expenses and emergencies can save you money later. Consider starting an emergency fund with $500 as your goal. This is enough to cover a lot of common emergencies like a new tire for your car, a plane ticket to care for a sick family member, or minor medical costs. Once you reach $500, consider increasing your goal to $1,000. This may be enough to help cover your rent if you lose your job, take care of an insurance deductible for major car repairs, or pay for many household repairs.
32|YOUR MONEY, YOUR GOALS: A financial empowerment toolkit|cfpb_your-money-your-goals_financial-empowerment_toolkit.pdf|https://www.consumerfinance.gov/documents/8956/cfpb_your-money-your-goals_financial-empowerment_toolkit.pdf|MODULE 2: .  Saving|Having this kind of emergency savings fund is the foundation for setting other savings goals. Once you have this set up, it's easier to focus on saving for other things without worrying about how you would handle an emergency expense. While the target amount for an emergency fund will vary from person to person based on their needs, $500 to $1, has been suggested as a starting point. See americasaves. org. Once you have some money set aside for unexpected expenses you can start planning for upcoming expenses and goals. Many people have goals they want to accomplish that require saving money. Some goals can take several months to achieve, like saving for a new TV. Others can take many years, like paying for a child's education. If you decide to save money for a goal, make sure the money you're saving is separate from your emergency fund. That way, if an unexpected expense comes up, using your emergency fund won't come at the cost of achieving your goal.
33|YOUR MONEY, YOUR GOALS: A financial empowerment toolkit|cfpb_your-money-your-goals_financial-empowerment_toolkit.pdf|https://www.consumerfinance.gov/documents/8956/cfpb_your-money-your-goals_financial-empowerment_toolkit.pdf|MODULE 2: .  Saving|It's also important to save for periodic expenses (those that come only once or a few times a year) like renters insurance, income taxes, car insurance, or children's school supplies. While they're not unexpected, these expenses can be difficult to pay for all at once if you haven't been setting money aside for them. Saving money is particularly important if your income fluctuates or varies from week to week. This could be because your income changes depending on how many hours you are scheduled to work each week. It could also be because you work seasonally, rather than year-round. In both situations, setting aside money in weeks or months with higher income can help you pay your bills on time when your income decreases or stops.
34|YOUR MONEY, YOUR GOALS: A financial empowerment toolkit|cfpb_your-money-your-goals_financial-empowerment_toolkit.pdf|https://www.consumerfinance.gov/documents/8956/cfpb_your-money-your-goals_financial-empowerment_toolkit.pdf|MODULE 2: .  Saving|Saving for college or technical training for you or your children may be one of your goals. Training and education after high school or completing a General Educational Development (GED) test can be an important investment of both time and money. Saving for education can reduce the amount of student loans you need and may provide more options for education and training after high school. There are many financial products that can help you save for an education, including savings accounts and certificates of deposit. There are also investment products designed specifically for this purpose. One option is a 529 savings plan. These tax-advantaged savings plans can help parents, guardians, grandparents, and others save and invest for an education. For more information on saving for education expenses using a 529 plan, visit collegesavings. org.
35|YOUR MONEY, YOUR GOALS: A financial empowerment toolkit|cfpb_your-money-your-goals_financial-empowerment_toolkit.pdf|https://www.consumerfinance.gov/documents/8956/cfpb_your-money-your-goals_financial-empowerment_toolkit.pdf|MODULE 2: .  Saving|In addition to leading by example with your own savings, one of the best ways to teach your children about the importance of saving is to start a savings account for them. There are many benefits of opening a savings account for a child. This kind of account can: Provide a secure place for a child to put money they earn or receive as gifts; Introduce a child to saving and using financial services Help to establish healthy attitudes about money and saving; Help a child to learn to plan for the future Provide a way to work with your child to achieve a goal together.
36|YOUR MONEY, YOUR GOALS: A financial empowerment toolkit|cfpb_your-money-your-goals_financial-empowerment_toolkit.pdf|https://www.consumerfinance.gov/documents/8956/cfpb_your-money-your-goals_financial-empowerment_toolkit.pdf|MODULE 2: .  Saving|"Check with your bank or credit union to see if they are able to open an account in your child's name or a joint account in the name of both you and your child. Each financial institution has its own policies, so research local and online bank and credit union options. Taking the first step to saving Saving is hard on a tight budget. After you've made a decision to save you have to find the money to do it. There are only two ways to find money to save: spend less or earn more. You can decrease spending and put the money ""not spent"" into savings. In some cases, the easiest way to find money to save is to cut one major expense. This may mean dropping a service or membership you're paying for but don't use very often. Or it could mean cutting back on the level of service, like going from premium cable to basic."
37|YOUR MONEY, YOUR GOALS: A financial empowerment toolkit|cfpb_your-money-your-goals_financial-empowerment_toolkit.pdf|https://www.consumerfinance.gov/documents/8956/cfpb_your-money-your-goals_financial-empowerment_toolkit.pdf|MODULE 2: .  Saving|"If there are no ""major costs"" you can cut, you may choose to cut back a little bit in several different categories of spending in order to save. For example, you might cut back on eating out and combine errands to spend less on gasoline. The savings from making small changes like this can add up. In addition to cutting expenses, there's also the challenge of where to actually store your savings so you aren't tempted to spend it. If you don't have a place to set savings aside, it can be easy to spend the money on something else. If you have cash, you could move the money you save into a savings jar or envelope in your home. Then in order to keep it secure as it grows, you could deposit the cash into."
38|YOUR MONEY, YOUR GOALS: A financial empowerment toolkit|cfpb_your-money-your-goals_financial-empowerment_toolkit.pdf|https://www.consumerfinance.gov/documents/8956/cfpb_your-money-your-goals_financial-empowerment_toolkit.pdf|MODULE 2: .  Saving|"a savings account at a bank or credit union. Some people choose to load it onto a prepaid card. Some prepaid cards have a set-aside feature, sometimes called a ""purse"" or ""wallet."" This feature lets you set aside some of your funds on the card. But if you need to use the funds for an unexpected expense you can easily transfer it back to the spending portion of the card. When you pick a prepaid card be sure to ask or read about all of the card's fees so that you'll know what it costs to have and use the card. If you choose to use a savings account, you can usually transfer part of that money to a checking account at the same bank or credit union easily when you need it."
39|YOUR MONEY, YOUR GOALS: A financial empowerment toolkit|cfpb_your-money-your-goals_financial-empowerment_toolkit.pdf|https://www.consumerfinance.gov/documents/8956/cfpb_your-money-your-goals_financial-empowerment_toolkit.pdf|MODULE 2: .  Saving|"You can learn more about the benefits and risks of various places to keep your savings in the ""Finding a place for savings"" tool. You can also increase your income as a way to increase savings. For example, if you don't already, you could work a second job part-time and save some of that extra income. Sometimes you experience an unexpected increase in income. For example, you may get unanticipated overtime, extra hours at work, a bonus, or a tax refund. Consider setting aside some of this ""extra"" income into your savings account. If you get paid bi-weekly, there are two months each year when you get three paychecks instead of two. You can take advantage of this ""extra"" paycheck to save for unexpected expenses later in the year. These are great opportunities to put some money away into your emergency savings fund. That way, you have a cushion to rely on when times are leaner."
40|YOUR MONEY, YOUR GOALS: A financial empowerment toolkit|cfpb_your-money-your-goals_financial-empowerment_toolkit.pdf|https://www.consumerfinance.gov/documents/8956/cfpb_your-money-your-goals_financial-empowerment_toolkit.pdf|MODULE 2: .  Saving|"If you receive a tax refund, you could save part of it for emergencies or unexpected expenses, set it aside for predictable annual expenses, or put it toward meeting one of your goals. The ""Saving at tax time"" handout can help you think through some options for how to make saving a priority when you get a tax refund. If you want to use these strategies to build your savings, be sure that some of that new income gets moved into the place you have decided to save it. If you get a notice from the IRS that someone used your Social Security number to file taxes and you didn't file them, you may be the victim of identity theft."
41|YOUR MONEY, YOUR GOALS: A financial empowerment toolkit|cfpb_your-money-your-goals_financial-empowerment_toolkit.pdf|https://www.consumerfinance.gov/documents/8956/cfpb_your-money-your-goals_financial-empowerment_toolkit.pdf|MODULE 2: .  Saving|"Learn more about ways to prevent identity theft and how to report it in Module 9: Protecting your Money. Making savings automatic People who save successfully generally choose an automatic system of saving for their goals. They make the decision about where to save, set up the system, and then save money from every paycheck without having to think about it. If you have a bank account and direct deposit, you can arrange to automatically deposit some of your paycheck into a savings account every time you are paid. For example, if your weekly paycheck of $245 is directly deposited into your checking account, you can have $10 automatically deposited into a savings account. Once you set this system up, you may even ""forget"" about that $10 because you don't see it in your checking account. This can make it easier to adjust your spending to offset having $10 less per week. If you don't use the money in the savings account, you'll have over $500 by the end of the year."
42|YOUR MONEY, YOUR GOALS: A financial empowerment toolkit|cfpb_your-money-your-goals_financial-empowerment_toolkit.pdf|https://www.consumerfinance.gov/documents/8956/cfpb_your-money-your-goals_financial-empowerment_toolkit.pdf|MODULE 2: .  Saving|"Check with your employer to learn more about direct deposit and other options for automatically saving some of your paycheck. You can save while receiving public benefits If you receive public benefits and want to start saving for emergencies and goals, you may want to know about asset limits. Assets are things that you own. Assets can include money in a savings or checking account, and things like your car, home, land, and business inventory. Asset limits are rules about how much you can have or save before your benefits are reduced or taken away. Since assets help people achieve financial security, some assets won't count against allowable limits. Generally, the assets that may count against allowable limits are ""liquid,"" which means they are similar to cash. Some examples of liquid assets are money in a checking account, savings account, or investment accounts. While things like a home or car that you own are also considered assets, they're not liquid assets, so some program rules don't count them against the allowable limit."
43|YOUR MONEY, YOUR GOALS: A financial empowerment toolkit|cfpb_your-money-your-goals_financial-empowerment_toolkit.pdf|https://www.consumerfinance.gov/documents/8956/cfpb_your-money-your-goals_financial-empowerment_toolkit.pdf|MODULE 2: .  Saving|"Different benefits have different limits and all states have their own asset limit policies. Knowing each program's asset limits may help you avoid unexpectedly losing your benefits as you're saving to reach your goals. Use the ""Saving and asset limits"" tool to figure out the asset limits for your benefits. What's inside This module has three tools and a handout to help you take steps to build savings and think about a place to keep the money you've set aside. It also discusses asset limits and how you can turn your tax refund into an opportunity to kick-start your savings. Here are suggestions for how to make the most of the time you have."
